#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   0.81894    -12.044772    -12.043717
   0.82774    -12.048015    -12.046890
 
# Band-Index    6
   0.82774    -11.853779    -11.854150
   0.81894    -11.853705    -11.854571
   0.81015    -11.853567    -11.855955
   0.80136    -11.853807    -11.858562
   0.79257    -11.855869    -11.862572
   0.78378    -11.860715    -11.867998
   0.77499    -11.867485    -11.874759
   0.76619    -11.875640    -11.882752
   0.75740    -11.884969    -11.891875
   0.74861    -11.895349    -11.902038
   0.73982    -11.906684    -11.913150
   0.73103    -11.911166    -11.909966
   0.72224    -11.895990    -11.894723
   0.71345    -11.880787    -11.879459
   0.70465    -11.865593    -11.864212
   0.69586    -11.850442    -11.849022
   0.68707    -11.835372    -11.833925
   0.67828    -11.820418    -11.818963
   0.66949    -11.805620    -11.804176
   0.66070    -11.795316    -11.789610
   0.65190    -11.788995    -11.782017
   0.64311    -11.774520    -11.775668
   0.63432    -11.760343    -11.768977
   0.62553    -11.746510    -11.755474
   0.61674    -11.733074    -11.742336
   0.60795    -11.720086    -11.729611
   0.59916    -11.707601    -11.717347
   0.59036    -11.695677    -11.705597
   0.58157    -11.684372    -11.694413
   0.57278    -11.673745    -11.683850
   0.56399    -11.663856    -11.673962
   0.55520    -11.654764    -11.664805
   0.54641    -11.646528    -11.656435
   0.53761    -11.639202    -11.648904
   0.52882    -11.632840    -11.642265
   0.52003    -11.627487    -11.636566
   0.51124    -11.623184    -11.631851
   0.50245    -11.619966    -11.628158
   0.49366    -11.617857    -11.625520
   0.48486    -11.625460    -11.623962
   0.48486    -11.625460    -11.623962
   0.47856    -11.622462    -11.624235
   0.47226    -11.628290    -11.630092
   0.46595    -11.634360    -11.636190
   0.45965    -11.640674    -11.642530
   0.45334    -11.647231    -11.649112
   0.44704    -11.654032    -11.655935
   0.44074    -11.661075    -11.663000
   0.43443    -11.668358    -11.670302
   0.42813    -11.675878    -11.677841
   0.42182    -11.683632    -11.685612
   0.41552    -11.691617    -11.693612
   0.40921    -11.699827    -11.701837
   0.40291    -11.708258    -11.710281
   0.39661    -11.716905    -11.718939
   0.39030    -11.725761    -11.727804
   0.38400    -11.734819    -11.736871
   0.37769    -11.744072    -11.746132
   0.37139    -11.753514    -11.755580
   0.36508    -11.763136    -11.765208
   0.35878    -11.772930    -11.775006
   0.35248    -11.782888    -11.784967
   0.34617    -11.793000    -11.795082
   0.33987    -11.803258    -11.805343
   0.33356    -11.813653    -11.815740
   0.32726    -11.824176    -11.826265
   0.32095    -11.834816    -11.836907
   0.31465    -11.845563    -11.847657
   0.30835    -11.856408    -11.858506
   0.30204    -11.867339    -11.869442
   0.29574    -11.878345    -11.880456
   0.28943    -11.889412    -11.891536
   0.28313    -11.900527    -11.902667
   0.27682    -11.911669    -11.913833
   0.27052    -11.922814    -11.925014
   0.26422    -11.933919    -11.936175
   0.25791    -11.944910    -11.947254
   0.25161    -11.955615    -11.958103
   0.24530    -11.965529    -11.968242
   0.23900    -11.972711    -11.975395
   0.23900    -11.972711    -11.975395
   0.23287    -11.968379    -11.971093
   0.22674    -11.964007    -11.966752
   0.22061    -11.959601    -11.962380
   0.21449    -11.955168    -11.957981
   0.20836    -11.950713    -11.953562
   0.20223    -11.946244    -11.949130
   0.19610    -11.941765    -11.944690
   0.18997    -11.937284    -11.940249
   0.18385    -11.932808    -11.935814
   0.17772    -11.928344    -11.931389
   0.17159    -11.923897    -11.926982
   0.16546    -11.919475    -11.922598
   0.15933    -11.915085    -11.918240
   0.15320    -11.910734    -11.913913
   0.14708    -11.906428    -11.909619
   0.14095    -11.902173    -11.905358
   0.13482    -11.897978    -11.901129
   0.12869    -11.893847    -11.896930
   0.12256    -11.889790    -11.892760
   0.11644    -11.885812    -11.888623
   0.11031    -11.881923    -11.884531
   0.10418    -11.878133    -11.880501
