#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   1.14571     -6.270121     -6.270108
   1.12720     -6.219767     -6.219755
   1.10868     -6.167799     -6.167786
   1.09017     -6.114446     -6.114434
   1.07165     -6.059974     -6.059961
   1.05313     -6.004683     -6.004670
   1.03462     -5.948932     -5.948920
   1.01610     -5.893131     -5.893119
   0.99759     -5.837769     -5.837757
   0.97907     -5.783419     -5.783407
   0.96056     -5.730753     -5.730741
   0.94204     -5.680550     -5.680539
   0.92353     -5.633722     -5.633711
   0.90501     -5.591281     -5.591270
   0.88650     -5.554333     -5.554322
   0.86798     -5.524017     -5.524006
   0.84946     -5.501417     -5.501407
   0.83095     -5.487445     -5.487434
   0.81243     -5.482713     -5.482703
   0.81243     -5.482713     -5.482703
   0.76967     -5.485691     -5.485680
   0.72691     -5.494990     -5.494979
   0.68415     -5.511737     -5.511727
   0.64139     -5.537786     -5.537776
   0.59864     -5.575648     -5.575638
   0.55588     -5.628313     -5.628304
   0.51312     -5.698886     -5.698876
   0.47036     -5.790076     -5.790066
   0.42760     -5.903533     -5.903524
   0.38484     -6.039389     -6.039380
   0.34208     -6.196103     -6.196093
   0.29932     -6.370732     -6.370723
   0.25656     -6.559535     -6.559525
   0.21380     -6.758546     -6.758535
   0.17104     -6.963974     -6.963964
   0.12828     -7.172488     -7.172477
   0.08552     -7.381265     -7.381255
   0.04276     -7.587967     -7.587956
   0.00000     -7.790706     -7.790695
 
# Band-Index    7
   0.00000     -7.790706     -7.790695
   0.04276     -7.587967     -7.587956
   0.08552     -7.381265     -7.381255
   0.12828     -7.172488     -7.172477
   0.17104     -6.963974     -6.963964
   0.21380     -6.758546     -6.758535
   0.25656     -6.559535     -6.559525
   0.29932     -6.370732     -6.370723
   0.34208     -6.196103     -6.196093
   0.38484     -6.039389     -6.039380
   0.42760     -5.903533     -5.903524
   0.47036     -5.790076     -5.790066
   0.51312     -5.698886     -5.698876
   0.55588     -5.628313     -5.628304
   0.59864     -5.575648     -5.575638
   0.64139     -5.537786     -5.537776
   0.68415     -5.511737     -5.511727
   0.72691     -5.494990     -5.494979
   0.76967     -5.485691     -5.485680
   0.81243     -5.482713     -5.482703
   0.81243     -5.482713     -5.482703
   0.83095     -5.487445     -5.487434
   0.84946     -5.501417     -5.501407
   0.86798     -5.524017     -5.524006
   0.88650     -5.554333     -5.554322
   0.90501     -5.591281     -5.591270
   0.92353     -5.633722     -5.633711
