#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   4.95218    -13.581361    -13.581404
   4.98490    -13.572584    -13.572627
   5.01762    -13.557905    -13.557947
   5.05034    -13.537381    -13.537424
   5.08306    -13.511043    -13.511086
   5.11578    -13.478929    -13.478971
   5.14849    -13.441084    -13.441127
   5.18121    -13.397569    -13.397611
   5.21393    -13.348454    -13.348496
   5.24665    -13.293823    -13.293865
   5.27937    -13.233776    -13.233817
   5.31209    -13.168443    -13.168484
   5.34480    -13.097941    -13.097981
   5.37752    -13.022449    -13.022489
   5.41024    -12.942163    -12.942203
   5.44296    -12.857310    -12.857349
   5.47568    -12.768195    -12.768233
   5.50840    -12.675143    -12.675180
   5.54111    -12.578593    -12.578630
   5.54111    -12.578593    -12.578630
   5.57383    -12.554129    -12.554165
   5.60655    -12.483097    -12.483133
   5.63927    -12.371499    -12.371534
   5.67199    -12.226653    -12.226686
   5.70471    -12.055459    -12.055491
   5.73742    -11.863639    -11.863670
   5.77014    -11.655628    -11.655657
   5.80286    -11.434718    -11.434746
   5.83558    -11.203546    -11.203572
   5.86830    -10.964224    -10.964250
   5.90102    -10.718600    -10.718624
   5.93373    -10.468485    -10.468508
   5.96645    -10.215806    -10.215828
   5.99917     -9.963085     -9.963105
   6.03189     -9.713887     -9.713905
   6.06461     -9.473814     -9.473831
   6.09733     -9.252305     -9.252320
   6.13004     -9.064455     -9.064468
   6.16276     -8.929040     -8.929052
 
# Band-Index    6
   6.16276     -8.929040     -8.929052
   6.13004     -9.064455     -9.064468
   6.09733     -9.252305     -9.252320
   6.06461     -9.473814     -9.473831
   6.03189     -9.713887     -9.713905
   5.99917     -9.963085     -9.963105
   5.96645    -10.215806    -10.215828
   5.93373    -10.468485    -10.468508
   5.90102    -10.718600    -10.718624
   5.86830    -10.964224    -10.964250
   5.83558    -11.203546    -11.203572
   5.80286    -11.434718    -11.434746
   5.77014    -11.655628    -11.655657
   5.73742    -11.863639    -11.863670
   5.70471    -12.055459    -12.055491
   5.67199    -12.226653    -12.226686
   5.63927    -12.371499    -12.371534
   5.60655    -12.483097    -12.483133
