#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 128
# Band-Index    1
   2.99046     -2.959940     -2.959747
   2.99046     -2.959940     -2.959747
   2.91563     -2.948812     -2.948619
   2.84079     -2.915823     -2.915629
   2.76595     -2.862180     -2.861985
   2.69111     -2.790011     -2.789814
   2.61628     -2.702568     -2.702370
   2.54144     -2.604635     -2.604434
   2.46660     -2.503244     -2.503041
   2.39176     -2.408604     -2.408399
   2.31693     -2.334170     -2.333963
   2.24209     -2.292259     -2.292050
   2.16725     -2.284854     -2.284645
   2.09242     -2.301463     -2.301254
   2.01758     -2.327975     -2.327767
   1.94274     -2.353396     -2.353188
   1.86790     -2.370638     -2.370430
   1.79307     -2.375417     -2.375209
   1.71823     -2.365272     -2.365064
   1.64339     -2.339014     -2.338805
   1.56855     -2.296453     -2.296243
   1.56855     -2.296453     -2.296243
   1.54361     -2.278744     -2.278534
   1.51866     -2.259347     -2.259136
   1.49372     -2.238333     -2.238122
   1.46877     -2.215782     -2.215570
   1.44383     -2.191793     -2.191581
   1.41888     -2.166488     -2.166275
   1.39393     -2.140013     -2.139800
   1.36899     -2.112548     -2.112334
   1.34404     -2.084315     -2.084101
   1.31910     -2.055585     -2.055369
   1.29415     -2.026697     -2.026481
   1.26921     -1.998086     -1.997869
   1.24426     -1.970301     -1.970083
   1.21931     -1.944033     -1.943815
   1.19437     -1.920151     -1.919932
   1.16942     -1.899705     -1.899486
   1.14448     -1.883862     -1.883643
   1.11953     -1.873772     -1.873552
   1.09459     -1.870298     -1.870079
   1.09459     -1.870298     -1.870079
   1.03698     -1.876118     -1.875899
   0.97937     -1.893632     -1.893413
   0.92176     -1.922875     -1.922657
   0.86415     -1.963863     -1.963645
   0.80654     -2.016431     -2.016215
   0.74893     -2.080086     -2.079872
   0.69132     -2.153879     -2.153666
   0.63371     -2.236259     -2.236049
   0.57610     -2.325091     -2.324883
   0.51849     -2.417727     -2.417522
   0.46088     -2.511180     -2.510976
   0.40327     -2.602344     -2.602143
   0.34566     -2.688179     -2.687980
   0.28805     -2.765863     -2.765666
   0.23044     -2.832910     -2.832714
   0.17283     -2.887248     -2.887053
   0.11522     -2.927237     -2.927043
   0.05761     -2.951705     -2.951512
   0.00000     -2.959940     -2.959747
 
# Band-Index    7
   0.00000     -2.959940     -2.959747
   0.05761     -2.951705     -2.951512
   0.11522     -2.927237     -2.927043
